INDIVIDUALS_PLINK	INDIVIDUALS_CLEAN
NS.1789.002.UDP0118_i7---UDP0118_i5.SMB_12.realigned.bam	NS.1789.002.UDP0118-i7---UDP0118-i5.SMB-12.realigned.bam
NS.1789.002.UDP0119_i7---UDP0119_i5.SMB_13.realigned.bam	NS.1789.002.UDP0119-i7---UDP0119-i5.SMB-13.realigned.bam
NS.1789.002.UDP0120_i7---UDP0120_i5.SMB_14.realigned.bam	NS.1789.002.UDP0120-i7---UDP0120-i5.SMB-14.realigned.bam
NS.1789.002.UDP0125_i7---UDP0125_i5.SMB_19.realigned.bam	NS.1789.002.UDP0125-i7---UDP0125-i5.SMB-19.realigned.bam
NS.1789.002.UDP0126_i7---UDP0126_i5.SMB_20.realigned.bam	NS.1789.002.UDP0126-i7---UDP0126-i5.SMB-20.realigned.bam
NS.1789.002.UDP0127_i7---UDP0127_i5.SMB_21.realigned.bam	NS.1789.002.UDP0127-i7---UDP0127-i5.SMB-21.realigned.bam
NS.1789.002.UDP0128_i7---UDP0128_i5.SMB_22.realigned.bam	NS.1789.002.UDP0128-i7---UDP0128-i5.SMB-22.realigned.bam
NS.1789.002.UDP0129_i7---UDP0129_i5.SMB_23.realigned.bam	NS.1789.002.UDP0129-i7---UDP0129-i5.SMB-23.realigned.bam
NS.1789.002.UDP0130_i7---UDP0130_i5.SMB_24.realigned.bam	NS.1789.002.UDP0130-i7---UDP0130-i5.SMB-24.realigned.bam
NS.1789.002.UDP0132_i7---UDP0132_i5.SMB_26.realigned.bam	NS.1789.002.UDP0132-i7---UDP0132-i5.SMB-26.realigned.bam
NS.1789.002.UDP0134_i7---UDP0134_i5.SMB_28.realigned.bam	NS.1789.002.UDP0134-i7---UDP0134-i5.SMB-28.realigned.bam
NS.1789.002.UDP0135_i7---UDP0135_i5.SMB_29.realigned.bam	NS.1789.002.UDP0135-i7---UDP0135-i5.SMB-29.realigned.bam
NS.1789.002.UDP0136_i7---UDP0136_i5.SMB_30.realigned.bam	NS.1789.002.UDP0136-i7---UDP0136-i5.SMB-30.realigned.bam
NS.1789.002.UDP0137_i7---UDP0137_i5.SMB_31.realigned.bam	NS.1789.002.UDP0137-i7---UDP0137-i5.SMB-31.realigned.bam
NS.1789.002.UDP0138_i7---UDP0138_i5.SMB_32.realigned.bam	NS.1789.002.UDP0138-i7---UDP0138-i5.SMB-32.realigned.bam
NS.1789.002.UDP0140_i7---UDP0140_i5.SMB_34.realigned.bam	NS.1789.002.UDP0140-i7---UDP0140-i5.SMB-34.realigned.bam
NS.1789.002.UDP0141_i7---UDP0141_i5.SMB_35.realigned.bam	NS.1789.002.UDP0141-i7---UDP0141-i5.SMB-35.realigned.bam
NS.1789.002.UDP0142_i7---UDP0142_i5.FB_1.realigned.bam	NS.1789.002.UDP0142-i7---UDP0142-i5.FB-1.realigned.bam
NS.1789.002.UDP0143_i7---UDP0143_i5.FB_2.realigned.bam	NS.1789.002.UDP0143-i7---UDP0143-i5.FB-2.realigned.bam
NS.1789.002.UDP0144_i7---UDP0144_i5.FB_3.realigned.bam	NS.1789.002.UDP0144-i7---UDP0144-i5.FB-3.realigned.bam
NS.1789.002.UDP0145_i7---UDP0145_i5.FB_4.realigned.bam	NS.1789.002.UDP0145-i7---UDP0145-i5.FB-4.realigned.bam
NS.1789.002.UDP0146_i7---UDP0146_i5.FB_5.realigned.bam	NS.1789.002.UDP0146-i7---UDP0146-i5.FB-5.realigned.bam
NS.1789.002.UDP0147_i7---UDP0147_i5.FB_6.realigned.bam	NS.1789.002.UDP0147-i7---UDP0147-i5.FB-6.realigned.bam
NS.1789.002.UDP0148_i7---UDP0148_i5.FB_7.realigned.bam	NS.1789.002.UDP0148-i7---UDP0148-i5.FB-7.realigned.bam
NS.1789.002.UDP0149_i7---UDP0149_i5.FB_8.realigned.bam	NS.1789.002.UDP0149-i7---UDP0149-i5.FB-8.realigned.bam
NS.1789.002.UDP0150_i7---UDP0150_i5.FB_9.realigned.bam	NS.1789.002.UDP0150-i7---UDP0150-i5.FB-9.realigned.bam
NS.1789.002.UDP0151_i7---UDP0151_i5.FB_10.realigned.bam	NS.1789.002.UDP0151-i7---UDP0151-i5.FB-10.realigned.bam
NS.1789.002.UDP0152_i7---UDP0152_i5.FB_11.realigned.bam	NS.1789.002.UDP0152-i7---UDP0152-i5.FB-11.realigned.bam
NS.1789.002.UDP0153_i7---UDP0153_i5.FB_12.realigned.bam	NS.1789.002.UDP0153-i7---UDP0153-i5.FB-12.realigned.bam
NS.1789.002.UDP0154_i7---UDP0154_i5.FB_13.realigned.bam	NS.1789.002.UDP0154-i7---UDP0154-i5.FB-13.realigned.bam
NS.1789.002.UDP0155_i7---UDP0155_i5.FB_14.realigned.bam	NS.1789.002.UDP0155-i7---UDP0155-i5.FB-14.realigned.bam
NS.1789.002.UDP0156_i7---UDP0156_i5.FB_15.realigned.bam	NS.1789.002.UDP0156-i7---UDP0156-i5.FB-15.realigned.bam
NS.1789.002.UDP0157_i7---UDP0157_i5.FB_16.realigned.bam	NS.1789.002.UDP0157-i7---UDP0157-i5.FB-16.realigned.bam
NS.1789.002.UDP0158_i7---UDP0158_i5.FB_17.realigned.bam	NS.1789.002.UDP0158-i7---UDP0158-i5.FB-17.realigned.bam
NS.1789.002.UDP0159_i7---UDP0159_i5.FB_18.realigned.bam	NS.1789.002.UDP0159-i7---UDP0159-i5.FB-18.realigned.bam
NS.1789.002.UDP0160_i7---UDP0160_i5.FB_19.realigned.bam	NS.1789.002.UDP0160-i7---UDP0160-i5.FB-19.realigned.bam
NS.1789.002.UDP0161_i7---UDP0161_i5.FB_20.realigned.bam	NS.1789.002.UDP0161-i7---UDP0161-i5.FB-20.realigned.bam
NS.1789.002.UDP0162_i7---UDP0162_i5.FB_21.realigned.bam	NS.1789.002.UDP0162-i7---UDP0162-i5.FB-21.realigned.bam
NS.1789.002.UDP0163_i7---UDP0163_i5.FB_22.realigned.bam	NS.1789.002.UDP0163-i7---UDP0163-i5.FB-22.realigned.bam
NS.1789.002.UDP0164_i7---UDP0164_i5.FB_23.realigned.bam	NS.1789.002.UDP0164-i7---UDP0164-i5.FB-23.realigned.bam
NS.1789.002.UDP0165_i7---UDP0165_i5.FB_24.realigned.bam	NS.1789.002.UDP0165-i7---UDP0165-i5.FB-24.realigned.bam
NS.1789.002.UDP0166_i7---UDP0166_i5.FB_25.realigned.bam	NS.1789.002.UDP0166-i7---UDP0166-i5.FB-25.realigned.bam
NS.1789.002.UDP0167_i7---UDP0167_i5.FB_26.realigned.bam	NS.1789.002.UDP0167-i7---UDP0167-i5.FB-26.realigned.bam
NS.1789.002.UDP0168_i7---UDP0168_i5.FB_27.realigned.bam	NS.1789.002.UDP0168-i7---UDP0168-i5.FB-27.realigned.bam
NS.1789.002.UDP0169_i7---UDP0169_i5.FB_28.realigned.bam	NS.1789.002.UDP0169-i7---UDP0169-i5.FB-28.realigned.bam
NS.1789.002.UDP0170_i7---UDP0170_i5.FB_29.realigned.bam	NS.1789.002.UDP0170-i7---UDP0170-i5.FB-29.realigned.bam
NS.1789.002.UDP0171_i7---UDP0171_i5.FB_30.realigned.bam	NS.1789.002.UDP0171-i7---UDP0171-i5.FB-30.realigned.bam
NS.1789.002.UDP0172_i7---UDP0172_i5.FB_31.realigned.bam	NS.1789.002.UDP0172-i7---UDP0172-i5.FB-31.realigned.bam
NS.1789.002.UDP0173_i7---UDP0173_i5.FB_32.realigned.bam	NS.1789.002.UDP0173-i7---UDP0173-i5.FB-32.realigned.bam
NS.1789.002.UDP0174_i7---UDP0174_i5.FB_33.realigned.bam	NS.1789.002.UDP0174-i7---UDP0174-i5.FB-33.realigned.bam
NS.1789.002.UDP0175_i7---UDP0175_i5.FB_34.realigned.bam	NS.1789.002.UDP0175-i7---UDP0175-i5.FB-34.realigned.bam
NS.1789.002.UDP0176_i7---UDP0176_i5.FB_35.realigned.bam	NS.1789.002.UDP0176-i7---UDP0176-i5.FB-35.realigned.bam
NS.1789.002.UDP0177_i7---UDP0177_i5.TB_1.realigned.bam	NS.1789.002.UDP0177-i7---UDP0177-i5.TB-1.realigned.bam
NS.1789.002.UDP0178_i7---UDP0178_i5.TB_2.realigned.bam	NS.1789.002.UDP0178-i7---UDP0178-i5.TB-2.realigned.bam
NS.1789.002.UDP0180_i7---UDP0180_i5.TB_4.realigned.bam	NS.1789.002.UDP0180-i7---UDP0180-i5.TB-4.realigned.bam
NS.1789.002.UDP0181_i7---UDP0181_i5.TB_5.realigned.bam	NS.1789.002.UDP0181-i7---UDP0181-i5.TB-5.realigned.bam
NS.1789.002.UDP0182_i7---UDP0182_i5.TB_6.realigned.bam	NS.1789.002.UDP0182-i7---UDP0182-i5.TB-6.realigned.bam
NS.1789.002.UDP0183_i7---UDP0183_i5.TB_7.realigned.bam	NS.1789.002.UDP0183-i7---UDP0183-i5.TB-7.realigned.bam
NS.1789.002.UDP0184_i7---UDP0184_i5.TB_8.realigned.bam	NS.1789.002.UDP0184-i7---UDP0184-i5.TB-8.realigned.bam
NS.1789.002.UDP0185_i7---UDP0185_i5.TB_9.realigned.bam	NS.1789.002.UDP0185-i7---UDP0185-i5.TB-9.realigned.bam
NS.1789.002.UDP0186_i7---UDP0186_i5.TB_10.realigned.bam	NS.1789.002.UDP0186-i7---UDP0186-i5.TB-10.realigned.bam
NS.1789.002.UDP0187_i7---UDP0187_i5.TB_11.realigned.bam	NS.1789.002.UDP0187-i7---UDP0187-i5.TB-11.realigned.bam
NS.1789.002.UDP0188_i7---UDP0188_i5.TB_12.realigned.bam	NS.1789.002.UDP0188-i7---UDP0188-i5.TB-12.realigned.bam
NS.1789.002.UDP0189_i7---UDP0189_i5.TB_13.realigned.bam	NS.1789.002.UDP0189-i7---UDP0189-i5.TB-13.realigned.bam
NS.1789.002.UDP0191_i7---UDP0191_i5.TB_15.realigned.bam	NS.1789.002.UDP0191-i7---UDP0191-i5.TB-15.realigned.bam
NS.1792.004.UDP0002_i7---UDP0002_i5.WCB_F_57.realigned.bam	NS.1792.004.UDP0002-i7---UDP0002-i5.WCB-F-57.realigned.bam
NS.1792.004.UDP0003_i7---UDP0003_i5.WCB_F_58.realigned.bam	NS.1792.004.UDP0003-i7---UDP0003-i5.WCB-F-58.realigned.bam
NS.1792.004.UDP0004_i7---UDP0004_i5.WCB_F_59.realigned.bam	NS.1792.004.UDP0004-i7---UDP0004-i5.WCB-F-59.realigned.bam
NS.1792.004.UDP0005_i7---UDP0005_i5.WCB_F_60.realigned.bam	NS.1792.004.UDP0005-i7---UDP0005-i5.WCB-F-60.realigned.bam
NS.1792.004.UDP0006_i7---UDP0006_i5.WCB_F_61.realigned.bam	NS.1792.004.UDP0006-i7---UDP0006-i5.WCB-F-61.realigned.bam
NS.1792.004.UDP0007_i7---UDP0007_i5.WCB_F_62.realigned.bam	NS.1792.004.UDP0007-i7---UDP0007-i5.WCB-F-62.realigned.bam
NS.1792.004.UDP0008_i7---UDP0008_i5.WCB_F_63.realigned.bam	NS.1792.004.UDP0008-i7---UDP0008-i5.WCB-F-63.realigned.bam
NS.1792.004.UDP0087_i7---UDP0087_i5.WCB_F_56.realigned.bam	NS.1792.004.UDP0087-i7---UDP0087-i5.WCB-F-56.realigned.bam
NS.1792.004.UDP0193_i7---UDP0193_i5.BB_1.realigned.bam	NS.1792.004.UDP0193-i7---UDP0193-i5.BB-1.realigned.bam
NS.1792.004.UDP0194_i7---UDP0194_i5.BB_2.realigned.bam	NS.1792.004.UDP0194-i7---UDP0194-i5.BB-2.realigned.bam
NS.1792.004.UDP0195_i7---UDP0195_i5.BB_3.realigned.bam	NS.1792.004.UDP0195-i7---UDP0195-i5.BB-3.realigned.bam
NS.1792.004.UDP0196_i7---UDP0196_i5.BB_4.realigned.bam	NS.1792.004.UDP0196-i7---UDP0196-i5.BB-4.realigned.bam
NS.1792.004.UDP0197_i7---UDP0197_i5.BB_5.realigned.bam	NS.1792.004.UDP0197-i7---UDP0197-i5.BB-5.realigned.bam
NS.1792.004.UDP0198_i7---UDP0198_i5.BB_6.realigned.bam	NS.1792.004.UDP0198-i7---UDP0198-i5.BB-6.realigned.bam
NS.1792.004.UDP0199_i7---UDP0199_i5.BB_7.realigned.bam	NS.1792.004.UDP0199-i7---UDP0199-i5.BB-7.realigned.bam
NS.1792.004.UDP0200_i7---UDP0200_i5.BB_8.realigned.bam	NS.1792.004.UDP0200-i7---UDP0200-i5.BB-8.realigned.bam
NS.1792.004.UDP0201_i7---UDP0201_i5.BB_9.realigned.bam	NS.1792.004.UDP0201-i7---UDP0201-i5.BB-9.realigned.bam
NS.1792.004.UDP0202_i7---UDP0202_i5.BB_10.realigned.bam	NS.1792.004.UDP0202-i7---UDP0202-i5.BB-10.realigned.bam
NS.1792.004.UDP0203_i7---UDP0203_i5.BB_11.realigned.bam	NS.1792.004.UDP0203-i7---UDP0203-i5.BB-11.realigned.bam
NS.1792.004.UDP0204_i7---UDP0204_i5.BB_12.realigned.bam	NS.1792.004.UDP0204-i7---UDP0204-i5.BB-12.realigned.bam
NS.1792.004.UDP0205_i7---UDP0205_i5.BB_13.realigned.bam	NS.1792.004.UDP0205-i7---UDP0205-i5.BB-13.realigned.bam
NS.1792.004.UDP0206_i7---UDP0206_i5.BB_14.realigned.bam	NS.1792.004.UDP0206-i7---UDP0206-i5.BB-14.realigned.bam
NS.1792.004.UDP0207_i7---UDP0207_i5.BB_15.realigned.bam	NS.1792.004.UDP0207-i7---UDP0207-i5.BB-15.realigned.bam
NS.1792.004.UDP0208_i7---UDP0208_i5.BB_16.realigned.bam	NS.1792.004.UDP0208-i7---UDP0208-i5.BB-16.realigned.bam
NS.1792.004.UDP0209_i7---UDP0209_i5.BB_17.realigned.bam	NS.1792.004.UDP0209-i7---UDP0209-i5.BB-17.realigned.bam
NS.1792.004.UDP0210_i7---UDP0210_i5.BB_18.realigned.bam	NS.1792.004.UDP0210-i7---UDP0210-i5.BB-18.realigned.bam
NS.1792.004.UDP0212_i7---UDP0212_i5.BB_20.realigned.bam	NS.1792.004.UDP0212-i7---UDP0212-i5.BB-20.realigned.bam
NS.1792.004.UDP0213_i7---UDP0213_i5.BB_21.realigned.bam	NS.1792.004.UDP0213-i7---UDP0213-i5.BB-21.realigned.bam
NS.1792.004.UDP0214_i7---UDP0214_i5.BB_22.realigned.bam	NS.1792.004.UDP0214-i7---UDP0214-i5.BB-22.realigned.bam
NS.1792.004.UDP0215_i7---UDP0215_i5.BB_23.realigned.bam	NS.1792.004.UDP0215-i7---UDP0215-i5.BB-23.realigned.bam
NS.1792.004.UDP0216_i7---UDP0216_i5.BB_24.realigned.bam	NS.1792.004.UDP0216-i7---UDP0216-i5.BB-24.realigned.bam
NS.1792.004.UDP0217_i7---UDP0217_i5.BB_25.realigned.bam	NS.1792.004.UDP0217-i7---UDP0217-i5.BB-25.realigned.bam
NS.1792.004.UDP0218_i7---UDP0218_i5.BB_26.realigned.bam	NS.1792.004.UDP0218-i7---UDP0218-i5.BB-26.realigned.bam
NS.1792.004.UDP0219_i7---UDP0219_i5.BB_27.realigned.bam	NS.1792.004.UDP0219-i7---UDP0219-i5.BB-27.realigned.bam
NS.1792.004.UDP0220_i7---UDP0220_i5.BB_28.realigned.bam	NS.1792.004.UDP0220-i7---UDP0220-i5.BB-28.realigned.bam
NS.1792.004.UDP0221_i7---UDP0221_i5.BB_29.realigned.bam	NS.1792.004.UDP0221-i7---UDP0221-i5.BB-29.realigned.bam
NS.1792.004.UDP0222_i7---UDP0222_i5.BB_30.realigned.bam	NS.1792.004.UDP0222-i7---UDP0222-i5.BB-30.realigned.bam
NS.1792.004.UDP0223_i7---UDP0223_i5.BB_31.realigned.bam	NS.1792.004.UDP0223-i7---UDP0223-i5.BB-31.realigned.bam
NS.1792.004.UDP0224_i7---UDP0224_i5.BB_32.realigned.bam	NS.1792.004.UDP0224-i7---UDP0224-i5.BB-32.realigned.bam
NS.1792.004.UDP0225_i7---UDP0225_i5.BB_33.realigned.bam	NS.1792.004.UDP0225-i7---UDP0225-i5.BB-33.realigned.bam
NS.1792.004.UDP0226_i7---UDP0226_i5.BB_34.realigned.bam	NS.1792.004.UDP0226-i7---UDP0226-i5.BB-34.realigned.bam
NS.1792.004.UDP0227_i7---UDP0227_i5.BB_35.realigned.bam	NS.1792.004.UDP0227-i7---UDP0227-i5.BB-35.realigned.bam
NS.1792.004.UDP0228_i7---UDP0228_i5.BB_36.realigned.bam	NS.1792.004.UDP0228-i7---UDP0228-i5.BB-36.realigned.bam
NS.1792.004.UDP0229_i7---UDP0229_i5.BB_37.realigned.bam	NS.1792.004.UDP0229-i7---UDP0229-i5.BB-37.realigned.bam
NS.1792.004.UDP0230_i7---UDP0230_i5.BB_38.realigned.bam	NS.1792.004.UDP0230-i7---UDP0230-i5.BB-38.realigned.bam
NS.1792.004.UDP0231_i7---UDP0231_i5.BB_39.realigned.bam	NS.1792.004.UDP0231-i7---UDP0231-i5.BB-39.realigned.bam
NS.1792.004.UDP0232_i7---UDP0232_i5.BB_40.realigned.bam	NS.1792.004.UDP0232-i7---UDP0232-i5.BB-40.realigned.bam
NS.1792.004.UDP0233_i7---UDP0233_i5.BB_41.realigned.bam	NS.1792.004.UDP0233-i7---UDP0233-i5.BB-41.realigned.bam
NS.1792.004.UDP0234_i7---UDP0234_i5.BB_42.realigned.bam	NS.1792.004.UDP0234-i7---UDP0234-i5.BB-42.realigned.bam
NS.1792.004.UDP0235_i7---UDP0235_i5.BB_43.realigned.bam	NS.1792.004.UDP0235-i7---UDP0235-i5.BB-43.realigned.bam
NS.1792.004.UDP0237_i7---UDP0237_i5.BB_45.realigned.bam	NS.1792.004.UDP0237-i7---UDP0237-i5.BB-45.realigned.bam
NS.1792.004.UDP0238_i7---UDP0238_i5.BB_46.realigned.bam	NS.1792.004.UDP0238-i7---UDP0238-i5.BB-46.realigned.bam
NS.1792.004.UDP0289_i7---UDP0289_i5.3N_17.realigned.bam	NS.1792.004.UDP0289-i7---UDP0289-i5.3N-17.realigned.bam
NS.1792.004.UDP0290_i7---UDP0290_i5.3N_18.realigned.bam	NS.1792.004.UDP0290-i7---UDP0290-i5.3N-18.realigned.bam
NS.1792.004.UDP0291_i7---UDP0291_i5.3N_19.realigned.bam	NS.1792.004.UDP0291-i7---UDP0291-i5.3N-19.realigned.bam
NS.1792.004.UDP0292_i7---UDP0292_i5.3N_20.realigned.bam	NS.1792.004.UDP0292-i7---UDP0292-i5.3N-20.realigned.bam
NS.1792.004.UDP0294_i7---UDP0294_i5.3N_22.realigned.bam	NS.1792.004.UDP0294-i7---UDP0294-i5.3N-22.realigned.bam
NS.1792.004.UDP0295_i7---UDP0295_i5.3N_23.realigned.bam	NS.1792.004.UDP0295-i7---UDP0295-i5.3N-23.realigned.bam
NS.1792.004.UDP0296_i7---UDP0296_i5.3N_24.realigned.bam	NS.1792.004.UDP0296-i7---UDP0296-i5.3N-24.realigned.bam
NS.1792.004.UDP0297_i7---UDP0297_i5.3N_25.realigned.bam	NS.1792.004.UDP0297-i7---UDP0297-i5.3N-25.realigned.bam
NS.1792.004.UDP0298_i7---UDP0298_i5.3N_26.realigned.bam	NS.1792.004.UDP0298-i7---UDP0298-i5.3N-26.realigned.bam
NS.1792.004.UDP0299_i7---UDP0299_i5.3N_27.realigned.bam	NS.1792.004.UDP0299-i7---UDP0299-i5.3N-27.realigned.bam
NS.1792.004.UDP0301_i7---UDP0301_i5.3N_29.realigned.bam	NS.1792.004.UDP0301-i7---UDP0301-i5.3N-29.realigned.bam
NS.1792.004.UDP0302_i7---UDP0302_i5.3N_30.realigned.bam	NS.1792.004.UDP0302-i7---UDP0302-i5.3N-30.realigned.bam
NS.1792.004.UDP0303_i7---UDP0303_i5.3N_31.realigned.bam	NS.1792.004.UDP0303-i7---UDP0303-i5.3N-31.realigned.bam
NS.1792.004.UDP0304_i7---UDP0304_i5.3N_32.realigned.bam	NS.1792.004.UDP0304-i7---UDP0304-i5.3N-32.realigned.bam
NS.1792.004.UDP0305_i7---UDP0305_i5.3N33.realigned.bam	NS.1792.004.UDP0305-i7---UDP0305-i5.3N33.realigned.bam
NS.1792.004.UDP0370_i7---UDP0370_i5.T42.realigned.bam	NS.1792.004.UDP0370-i7---UDP0370-i5.T42.realigned.bam
NS.1792.004.UDP0371_i7---UDP0371_i5.T32.realigned.bam	NS.1792.004.UDP0371-i7---UDP0371-i5.T32.realigned.bam
NS.1792.004.UDP0372_i7---UDP0372_i5.T1.realigned.bam	NS.1792.004.UDP0372-i7---UDP0372-i5.T1.realigned.bam
NS.1792.004.UDP0375_i7---UDP0375_i5.SMB_27.realigned.bam	NS.1792.004.UDP0375-i7---UDP0375-i5.SMB-27.realigned.bam
NS.1792.004.UDP0377_i7---UDP0377_i5.T26.realigned.bam	NS.1792.004.UDP0377-i7---UDP0377-i5.T26.realigned.bam
NS.1792.004.UDP0378_i7---UDP0378_i5.T9.realigned.bam	NS.1792.004.UDP0378-i7---UDP0378-i5.T9.realigned.bam
NS.1792.004.UDP0379_i7---UDP0379_i5.T19.realigned.bam	NS.1792.004.UDP0379-i7---UDP0379-i5.T19.realigned.bam
NS.1792.004.UDP0380_i7---UDP0380_i5.T22.realigned.bam	NS.1792.004.UDP0380-i7---UDP0380-i5.T22.realigned.bam
NS.1792.004.UDP0381_i7---UDP0381_i5.T28.realigned.bam	NS.1792.004.UDP0381-i7---UDP0381-i5.T28.realigned.bam
NS.1792.004.UDP0382_i7---UDP0382_i5.T24.realigned.bam	NS.1792.004.UDP0382-i7---UDP0382-i5.T24.realigned.bam
NS.1792.004.UDP0383_i7---UDP0383_i5.T35.realigned.bam	NS.1792.004.UDP0383-i7---UDP0383-i5.T35.realigned.bam
NS.1792.004.UDP0384_i7---UDP0384_i5.T38.realigned.bam	NS.1792.004.UDP0384-i7---UDP0384-i5.T38.realigned.bam
NS.1794.002.UDP0010_i7---UDP0010_i5.WCB_F_65.realigned.bam	NS.1794.002.UDP0010-i7---UDP0010-i5.WCB-F-65.realigned.bam
NS.1794.002.UDP0011_i7---UDP0011_i5.WCB_F_66.realigned.bam	NS.1794.002.UDP0011-i7---UDP0011-i5.WCB-F-66.realigned.bam
NS.1794.002.UDP0012_i7---UDP0012_i5.WCB_F_67.realigned.bam	NS.1794.002.UDP0012-i7---UDP0012-i5.WCB-F-67.realigned.bam
NS.1794.002.UDP0014_i7---UDP0014_i5.WCB_F_69.realigned.bam	NS.1794.002.UDP0014-i7---UDP0014-i5.WCB-F-69.realigned.bam
NS.1794.002.UDP0088_i7---UDP0088_i5.WCB_F_64.realigned.bam	NS.1794.002.UDP0088-i7---UDP0088-i5.WCB-F-64.realigned.bam
NS.1794.002.UDP0097_i7---UDP0097_i5.TB_016.realigned.bam	NS.1794.002.UDP0097-i7---UDP0097-i5.TB-016.realigned.bam
NS.1794.002.UDP0098_i7---UDP0098_i5.TB_017.realigned.bam	NS.1794.002.UDP0098-i7---UDP0098-i5.TB-017.realigned.bam
NS.1794.002.UDP0099_i7---UDP0099_i5.TB_018.realigned.bam	NS.1794.002.UDP0099-i7---UDP0099-i5.TB-018.realigned.bam
NS.1794.002.UDP0100_i7---UDP0100_i5.TB_019.realigned.bam	NS.1794.002.UDP0100-i7---UDP0100-i5.TB-019.realigned.bam
NS.1794.002.UDP0101_i7---UDP0101_i5.TB_020.realigned.bam	NS.1794.002.UDP0101-i7---UDP0101-i5.TB-020.realigned.bam
NS.1794.002.UDP0102_i7---UDP0102_i5.TB_021.realigned.bam	NS.1794.002.UDP0102-i7---UDP0102-i5.TB-021.realigned.bam
NS.1794.002.UDP0103_i7---UDP0103_i5.TB_022.realigned.bam	NS.1794.002.UDP0103-i7---UDP0103-i5.TB-022.realigned.bam
NS.1794.002.UDP0104_i7---UDP0104_i5.TB_023.realigned.bam	NS.1794.002.UDP0104-i7---UDP0104-i5.TB-023.realigned.bam
NS.1794.002.UDP0105_i7---UDP0105_i5.TB_024.realigned.bam	NS.1794.002.UDP0105-i7---UDP0105-i5.TB-024.realigned.bam
NS.1794.002.UDP0106_i7---UDP0106_i5.TB_025.realigned.bam	NS.1794.002.UDP0106-i7---UDP0106-i5.TB-025.realigned.bam
NS.1794.002.UDP0107_i7---UDP0107_i5.TB_026.realigned.bam	NS.1794.002.UDP0107-i7---UDP0107-i5.TB-026.realigned.bam
NS.1794.002.UDP0108_i7---UDP0108_i5.TB_027.realigned.bam	NS.1794.002.UDP0108-i7---UDP0108-i5.TB-027.realigned.bam
NS.1794.002.UDP0109_i7---UDP0109_i5.TB_028.realigned.bam	NS.1794.002.UDP0109-i7---UDP0109-i5.TB-028.realigned.bam
NS.1794.002.UDP0110_i7---UDP0110_i5.TB_029.realigned.bam	NS.1794.002.UDP0110-i7---UDP0110-i5.TB-029.realigned.bam
NS.1794.002.UDP0111_i7---UDP0111_i5.TB_030.realigned.bam	NS.1794.002.UDP0111-i7---UDP0111-i5.TB-030.realigned.bam
NS.1794.002.UDP0112_i7---UDP0112_i5.TB_031.realigned.bam	NS.1794.002.UDP0112-i7---UDP0112-i5.TB-031.realigned.bam
NS.1794.002.UDP0113_i7---UDP0113_i5.TB_032.realigned.bam	NS.1794.002.UDP0113-i7---UDP0113-i5.TB-032.realigned.bam
NS.1794.002.UDP0114_i7---UDP0114_i5.TB_033.realigned.bam	NS.1794.002.UDP0114-i7---UDP0114-i5.TB-033.realigned.bam
NS.1794.002.UDP0115_i7---UDP0115_i5.TB_034.realigned.bam	NS.1794.002.UDP0115-i7---UDP0115-i5.TB-034.realigned.bam
NS.1794.002.UDP0116_i7---UDP0116_i5.TB_035.realigned.bam	NS.1794.002.UDP0116-i7---UDP0116-i5.TB-035.realigned.bam
NS.1794.002.UDP0117_i7---UDP0117_i5.NENS_1.realigned.bam	NS.1794.002.UDP0117-i7---UDP0117-i5.NENS-1.realigned.bam
NS.1794.002.UDP0118_i7---UDP0118_i5.NENS_2.realigned.bam	NS.1794.002.UDP0118-i7---UDP0118-i5.NENS-2.realigned.bam
NS.1794.002.UDP0119_i7---UDP0119_i5.NENS_3.realigned.bam	NS.1794.002.UDP0119-i7---UDP0119-i5.NENS-3.realigned.bam
NS.1794.002.UDP0120_i7---UDP0120_i5.NENS_4.realigned.bam	NS.1794.002.UDP0120-i7---UDP0120-i5.NENS-4.realigned.bam
NS.1794.002.UDP0122_i7---UDP0122_i5.NENS_6.realigned.bam	NS.1794.002.UDP0122-i7---UDP0122-i5.NENS-6.realigned.bam
NS.1794.002.UDP0123_i7---UDP0123_i5.NENS_7.realigned.bam	NS.1794.002.UDP0123-i7---UDP0123-i5.NENS-7.realigned.bam
NS.1794.002.UDP0124_i7---UDP0124_i5.NENS_8.realigned.bam	NS.1794.002.UDP0124-i7---UDP0124-i5.NENS-8.realigned.bam
NS.1794.002.UDP0125_i7---UDP0125_i5.NENS_9.realigned.bam	NS.1794.002.UDP0125-i7---UDP0125-i5.NENS-9.realigned.bam
NS.1794.002.UDP0126_i7---UDP0126_i5.NENS_10.realigned.bam	NS.1794.002.UDP0126-i7---UDP0126-i5.NENS-10.realigned.bam
NS.1794.002.UDP0127_i7---UDP0127_i5.NENS_11.realigned.bam	NS.1794.002.UDP0127-i7---UDP0127-i5.NENS-11.realigned.bam
NS.1794.002.UDP0128_i7---UDP0128_i5.NENS_12.realigned.bam	NS.1794.002.UDP0128-i7---UDP0128-i5.NENS-12.realigned.bam
NS.1794.002.UDP0131_i7---UDP0131_i5.NENS_15.realigned.bam	NS.1794.002.UDP0131-i7---UDP0131-i5.NENS-15.realigned.bam
NS.1794.002.UDP0132_i7---UDP0132_i5.NENS_16.realigned.bam	NS.1794.002.UDP0132-i7---UDP0132-i5.NENS-16.realigned.bam
